model_a,model_b,typed_edge_cosine_recomputed,typed_edge_jaccard_recomputed,triples_nonzero_A,triples_nonzero_B,triples_overlap,sum_counts_A,sum_counts_B
Building_05_DG.rdf,Option04_Rev03_DG.rdf,0.46555200779181916,0.2857142857142857,36,36,16,205,2978
