model_a,model_b,content_cosine_recomputed,features_nonzero_A,features_nonzero_B,features_overlap,sum_counts_A,sum_counts_B
Building_05_DG.rdf,Option04_Rev03_DG.rdf,0.9074481873528513,33,38,29,2364,4176
