model_a,model_b,content_cosine_recomputed,features_nonzero_A,features_nonzero_B,features_overlap,sum_counts_A,sum_counts_B
Building_05_DG.rdf,Building_06_DG.rdf,0.9993366882344419,33,37,31,2364,2305
