model,M2_frameNode,M3_wallSlab,M4_core,M2b_braceNode
Building_05_DG.rdf,0.5555555555555556,1.1111111111111112,0.44444444444444453,0.22222222222222227
Building_06_DG.rdf,0.815217391304348,1.630434782608696,0.6521739130434783,0.32608695652173914
Freiform_Haus_DG.rdf,0.974025974025974,1.5584415584415587,0.7792207792207794,0.3896103896103897
Option03_Revising_DG.rdf,0.1295336787564767,0.36269430051813484,0.10362694300518135,0.05181347150259068
Option04_Rev03_DG.rdf,0.16891891891891894,0.43918918918918926,0.13513513513513517,0.06756756756756759
